id	source	langauge	query	souce_id	url	signature
2279	leetcode	java	Given an integer array nums and an integer k, return true if there are two distinct indices i and j in the array such that nums[i] == nums[j] and abs(i - j)	219	https://leetcode.com/problems/contains-duplicate-ii/	"public boolean containsNearbyDuplicate(int[] nums, int k) {"
2280	leetcode	java	Given two n x n binary matrices mat and target, return true if it is possible to make mat equal to target by rotating mat in 90-degree increments, or false otherwise.	1886	https://leetcode.com/problems/determine-whether-matrix-can-be-obtained-by-rotation/	"public boolean findRotation(int[][] mat, int[][] target) {"
2281	leetcode	java	Given an m x n binary matrix mat, return the number of submatrices that have all ones.	1504	https://leetcode.com/problems/count-submatrices-with-all-ones/	"public int numSubmat(int[][] mat) {"
2282	leetcode	java	Given a binary tree where node values are digits from 1 to 9.	1457	https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/	"public int pseudoPalindromicPaths (TreeNode root) {"
2283	leetcode	java	A binary tree is uni-valued if every node in the tree has the same value.	965	https://leetcode.com/problems/univalued-binary-tree/	"public boolean isUnivalTree(TreeNode root) {"
2284	leetcode	java	You are given an integer mass, which represents the original mass of a planet. You are further given an integer array asteroids, where asteroids[i] is the mass of the ith asteroid.	2126	https://leetcode.com/problems/destroying-asteroids/	"public boolean asteroidsDestroyed(int mass, int[] asteroids) {"
2285	leetcode	java	Given an integer array nums that may contain duplicates, return all possible subsets (the power set). The solution set must not contain duplicate subsets. Return the solution in any order.	90	https://leetcode.com/problems/subsets-ii/	"public List<List<Integer>> subsetsWithDup(int[] nums) {"
2286	leetcode	java	You are given an array of strings words and a string chars. A string is good if it can be formed by characters from chars (each character can only be used once).	1160	https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/	"public int countCharacters(String[] words, String chars) {"
2287	leetcode	java	Given an integer array nums, return the length of the longest strictly increasing subsequence.	300	https://leetcode.com/problems/longest-increasing-subsequence/	"public int lengthOfLIS(int[] nums) {"
2288	leetcode	java	Given an integer array nums and an integer k, return the number of non-empty subarrays that have a sum divisible by k. A subarray is a contiguous part of an array.	974	https://leetcode.com/problems/subarray-sums-divisible-by-k/	"public int subarraysDivByK(int[] nums, int k) {"
2289	leetcode	java	Given the root of a Binary Search Tree (BST), return the minimum absolute difference between the values of any two different nodes in the tree.	530	https://leetcode.com/problems/minimum-absolute-difference-in-bst/	"public int getMinimumDifference(TreeNode root) {"
2290	leetcode	java	You are given an integer array nums where the largest integer is unique.	747	https://leetcode.com/problems/largest-number-at-least-twice-of-others/	"public int dominantIndex(int[] nums) {"
2291	leetcode	java	Given a string s, return the string after replacing every uppercase letter with the same lowercase letter.	709	https://leetcode.com/problems/to-lower-case/	"public String toLowerCase(String s) {"
2292	leetcode	java	Given an array nums. We define a running sum of an array as runningSum[i] = sum(nums[0]…nums[i]). Return the running sum of nums.	1480	https://leetcode.com/problems/running-sum-of-1d-array/	"public int[] runningSum(int[] nums) {"
2293	leetcode	java	Given an integer n, add a dot (".") as the thousands separator and return it in string format.	1556	https://leetcode.com/problems/thousand-separator/	"public String thousandSeparator(int n) {"
2294	leetcode	java	You are given two positive integers n and k. A factor of an integer n is defined as an integer i where n % i == 0.	1492	https://leetcode.com/problems/the-kth-factor-of-n/	"public int kthFactor(int n, int k) {"
2295	leetcode	java	Given the root of a binary tree, return all root-to-leaf paths in any order. A leaf is a node with no children.	257	https://leetcode.com/problems/binary-tree-paths/	"public List<String> binaryTreePaths(TreeNode root) {"
2296	leetcode	java	Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands.	200	https://leetcode.com/problems/number-of-islands/	"public int numIslands(char[][] grid) {"
2297	leetcode	java	An integer has sequential digits if and only if each digit in the number is one more than the previous digit.	1291	https://leetcode.com/problems/sequential-digits/	"public List<Integer> sequentialDigits(int low, int high) {"
2298	leetcode	java	Given the root of a binary tree, return the length of the longest path, where each node in the path has the same value.	687	https://leetcode.com/problems/longest-univalue-path/	"public int longestUnivaluePath(TreeNode root) {"
2299	leetcode	java	You are given an integer array nums and an integer x.	1658	https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/	"public int minOperations(int[] nums, int x) {"
2300	leetcode	java	Given an integer array nums, you need to find one continuous subarray that if you only sort this subarray in ascending order, then the whole array will be sorted in ascending order.	581	https://leetcode.com/problems/shortest-unsorted-continuous-subarray/	"public int findUnsortedSubarray(int[] nums) {"
2301	leetcode	java	Write a function that reverses a string. The input string is given as an array of characters s. You must do this by modifying the input array in-place with O(1) extra memory.	344	https://leetcode.com/problems/reverse-string/	"public void reverseString(char[] s) {"
2302	leetcode	java	Given the root of a binary tree, return the leftmost value in the last row of the tree.	513	https://leetcode.com/problems/find-bottom-left-tree-value/	"public int findBottomLeftValue(TreeNode root) {"
2303	leetcode	java	Given a list of 24-hour clock time points in "HH:MM" format, return the minimum minutes difference between any two time-points in the list.	539	https://leetcode.com/problems/minimum-time-difference/	"public int findMinDifference(List<String> timePoints) {"
2304	humanEval	python	Check if in given list of numbers, are any two numbers closer to each other than given threshold.	0		"def has_close_elements(numbers: List[float], threshold: float) -> bool:"
2305	humanEval	python	Input to this function is a string containing multiple groups of nested parentheses. Your goal is to vseparate those group into separate strings and return the list of those.	1		"def separate_paren_groups(paren_string: str) -> List[str]:"
2306	humanEval	python	Given a positive floating point number, it can be decomposed into and integer part (largest integer smaller than given number) and decimals (leftover part always smaller than 1).	2		"def truncate_number(number: float) -> float:"
2307	humanEval	python	You're given a list of deposit and withdrawal operations on a bank account that starts with zero balance.	3		"def below_zero(operations: List[int]) -> bool:"
2308	humanEval	python	For a given list of input numbers, calculate Mean Absolute Deviation around the mean of this dataset.	4		"def mean_absolute_deviation(numbers: List[float]) -> float:"
2309	humanEval	python	Insert a number 'delimeter' between every two consecutive elements of input list `numbers'	5		"def intersperse(numbers: List[int], delimeter: int) -> List[int]:"
2310	humanEval	python	Input to this function is a string represented multiple groups for nested parentheses separated by spaces. For each of the group, output the deepest level of nesting of parentheses. E.g.	6		"def parse_nested_parens(paren_string: str) -> List[int]:"
2311	humanEval	python	Filter an input list of strings only for ones that contain given substring	7		"def filter_by_substring(strings: List[str], substring: str) -> List[str]:"
2312	humanEval	python	For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.	8		"def sum_product(numbers: List[int]) -> Tuple[int, int]:"
2313	humanEval	python	From a given list of integers, generate a list of rolling maximum element found until given moment in the sequence.	9		"def rolling_max(numbers: List[int]) -> List[int]:"
2314	humanEval	python	Test if given string is a palindrome """ return string == string[::-1] ------------ Find the shortest palindrome that begins with a supplied string.	10		"def is_palindrome(string: str) -> bool:"
